6.1726131439e+01,  9.6995323181e+01,  3.1065490723e+01
4.9475074768e+01,  5.8653709412e+01,  7.5880088806e+01
8.6495590210e+01,  3.1226961136e+01,  3.0297269821e+01
4.7381977081e+01,  6.9419837952e+01,  2.0120601654e+00
5.0653800964e+01,  7.6834190369e+01,  7.9267120361e+01
1.3948193550e+01,  2.0388511658e+01,  1.2619625092e+01
4.8849590302e+01,  8.6007125854e+01,  3.8860263824e+01
4.3736267090e+01,  6.8908889771e+01,  7.1759246826e+01
3.7305408478e+01,  9.3624084473e+01,  6.6216674805e+01
9.1602157593e+01,  5.2418731689e+01,  7.6635360718e+01
5.7232849121e+01,  8.1607299805e+01,  1.0611920357e+01
2.3491861343e+01,  1.3616292953e+01,  5.6828342438e+01
7.4565820694e+00,  3.0794956207e+01,  5.9971996307e+01
1.0321270752e+02,  2.7740055084e+01,  8.8632049561e+01
6.2845443726e+01,  9.3634422302e+01,  3.3963993073e+01
1.5094000816e+01,  2.7254026413e+01,  6.7877449036e+01
8.0241691589e+01,  3.5360580444e+01,  1.1191390228e+02
5.4176467896e+01,  7.3729103088e+01, -1.6528444290e+00
6.6373146057e+01,  6.3874416351e+01, -1.0972881317e-01
5.5214527130e+01,  7.7974929810e+01,  1.7332050323e+01
4.7738883972e+01,  7.9725166321e+01,  3.6789611816e+01
1.1368129730e+01,  3.3103446960e+01,  6.0581275940e+01
7.2407516479e+01,  7.1331176758e+01,  8.3218910217e+01
4.3692996979e+01,  2.3810710907e+01,  7.3505157471e+01
2.7164995193e+01,  1.0470252991e+01,  4.0484901428e+01
3.6649230957e+01,  8.6923004150e+01,  4.9883537292e+01
5.9017593384e+01,  1.8760990143e+01,  5.4799476624e+01
3.5555644035e+00,  1.3150630951e+01,  2.1473844528e+01
2.8079353333e+01,  3.2935279846e+01,  7.9060531616e+01
4.4762561798e+01,  5.3811946869e+01,  8.9770912170e+01
6.3056178093e+00,  1.6360685349e+01,  5.8430480957e+01
2.8472488403e+01,  4.1197303772e+01,  8.7307708740e+01
6.5903312683e+01,  6.4667724609e+01,  5.4814979553e+01
2.3824392319e+01,  1.5982749939e+01,  5.9690853119e+01
9.1774353027e+01,  5.2173320770e+01,  7.9267349243e+01
4.2748409271e+01,  4.7884075165e+01,  8.7465065002e+01
3.6064636230e+01,  6.6105712891e+01,  7.2154953003e+01
5.5941753387e+00,  2.6151363373e+01,  6.8679946899e+01
6.1879837036e+01,  4.7211212158e+01,  2.7027807236e+01
1.9588584900e+01,  2.1981372833e+01,  5.8354476929e+01
8.3311744690e+01,  4.5993156433e+01,  1.0924957275e+02
1.5169075966e+01,  2.4443426132e+01,  5.2840530396e+01
2.0712226868e+01,  2.2828012466e+01,  7.5460914612e+01
5.7799201965e+01,  8.0605606079e+01,  1.2147049904e+01
4.3489269257e+01,  9.6669616699e+01,  4.6987277985e+01
2.6396120071e+01,  3.5377079010e+01,  6.4302330017e+01
5.4727668762e+01,  4.9353797913e+01,  1.1032926941e+02
5.3961593628e+01,  9.5568611145e+01,  4.4333515167e+01
2.4261039734e+01,  2.9924247742e+01,  5.9685504913e+01
4.4638061523e+01,  7.5062568665e+01,  4.4357021332e+01
7.7638946533e+01,  3.2015964508e+01,  3.4412216187e+01
5.5814350128e+01,  3.8163066864e+01,  4.4855110168e+01
4.5647954941e+00,  1.8342391968e+01,  2.7926740646e+01
2.0315097809e+01,  3.0605566025e+01,  5.8419025421e+01
5.7491859436e+01,  6.1781490326e+01,  1.9898658752e+01
6.8488721848e+00,  4.1667713165e+01,  6.9367874146e+01
4.2981960297e+01,  8.5490318298e+01,  4.5873446465e+00
1.0485815048e+01,  2.4810356140e+01,  6.7924446106e+01
8.4837474823e+00,  2.5796062469e+01,  7.5563873291e+01
2.3903367996e+01,  4.3642799377e+01,  6.5735450745e+01
1.3872167587e+01,  7.0020324707e+01,  8.4704734802e+01
4.3655822754e+01,  7.9142501831e+01,  1.1362280846e+00
5.5352397919e+01,  8.3261276245e+01,  3.3869657516e+00
3.3891166687e+01,  2.4930055618e+01,  6.7623008728e+01
4.0094699860e+01,  6.5474777222e+01,  9.4069297791e+01
4.4849960327e+01,  4.6774333954e+01,  9.9163024902e+01
5.8491821289e+01,  1.0178640747e+02,  4.4180233002e+01
5.1144962311e+01,  7.9684684753e+01,  8.2572250366e+01
5.6067905426e+01,  4.8255393982e+01,  9.5189285278e+01
1.2951458931e+01,  2.3651182175e+01,  8.5426963806e+01
1.6985980988e+01,  2.2280183792e+01,  3.4770149231e+01
5.0914237976e+01,  5.5562103271e+01,  9.9689498901e+01
1.1558896637e+02,  4.8604614258e+01,  8.7454162598e+01
3.9652725220e+01,  6.8639419556e+01,  4.2205810547e-02
6.1638046265e+01,  6.0594875336e+01,  6.3248722076e+01
4.9923767090e+01,  7.0276268005e+01,  8.0378044128e+01
3.1657131195e+01,  5.1753890991e+01,  9.3623886108e+01
4.8539718628e+01,  5.2805778503e+01,  8.1614700317e+01
4.2256114960e+01,  8.9094581604e+01,  3.6478466034e+01
1.6328792572e+01,  2.1519451141e+01,  6.8004043579e+01
9.2612823486e+01,  4.2442852020e+01,  8.1760742188e+01
5.3333335876e+01,  4.5664875031e+01,  1.0123160553e+02
5.1434875488e+01,  4.7528900146e+01,  9.3980125427e+01
3.3920951843e+01,  4.7876041412e+01,  1.0061608124e+02
3.7514200211e+00,  2.5540534973e+01,  4.3741695404e+01
9.2984724045e+00,  2.9465957642e+01,  6.4083358765e+01
3.2638126373e+01,  5.6818378448e+01,  9.4064697266e+01
4.7262874603e+01,  9.6274139404e+01,  5.2783168793e+01
